,VRYieldVOl,row,col,CropSeason,CropName,Relative_Elevation1,Slope1,TRI1,TPI1,Elevation1,SeedingDensity,SeedingDensity_missing,Application_1_N_rate,Application_1_N_date,Application_2_N_rate,Application_2_N_date,Application_3_N_rate,Application_3_N_date,Application_4_N_rate,Application_4_N_date,Application_5_N_rate,Application_5_N_date,Application_6_N_rate,Application_6_N_date,Application_7_N_rate,Application_7_N_date,Application_8_N_rate,Application_8_N_date,Application_9_N_rate,Application_9_N_date,Application_10_N_rate,Application_10_N_date,ph_mean_30_60,clay_mean_30_60,silt_mean_30_60,sand_mean_30_60,ksat_mean_30_60,om_mean_30_60,GDD2,Precipitation2,GDD3,Precipitation3,GDD4,Precipitation4,GDD5,Precipitation5,GDD6,Precipitation6,GDD7,Precipitation7,GDD8,Precipitation8,GDD9,Precipitation9,GDD10,Precipitation10,GDD11,Precipitation11,Trait1,Trait2,Trait3,Trait4,Trait5,FIPSCode,PlantingDay1,HarvestDay
724,71.63722,62,52,2008,SORGHUM,0.135702536,0.014826117,0.546407938,0.417052567,55.07440948,63000,0,,,,,0,115,,,,,,,0.238350487,181,0,125,0,150,78.05039749,74,7.660733223,44.97329712,25.75249863,26.0516758,0.31162855,1.240758657,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
725,69.31665,62,53,2008,SORGHUM,0.279664725,0.019265922,0.634569645,0.645648837,55.27453995,63000,0,,,,,0,115,,,,,,,0.233539677,181,0,125,0,150,78.28131638,74,7.660733223,44.97329712,25.75249863,26.0516758,0.31162855,1.240758657,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
726,79.35335,62,54,2008,SORGHUM,0.407107621,0.018872218,0.737469256,0.84263432,55.45170593,63000,0,,,,,0,115,,,,,,,0.234536057,181,0,125,0,150,79.60909481,74,7.65785265,44.63393021,25.6437397,26.45086288,0.303916007,1.227722883,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
727,68.46483,62,55,2008,SORGHUM,0.336305112,0.023423031,0.640108645,0.575118542,55.35327911,63000,0,,,,,0,115,,,,,,,0.237649174,181,0,125,0,150,80.07093258,74,7.65785265,44.63393021,25.6437397,26.45086288,0.303916007,1.227722883,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
728,84.57671,62,56,2008,SORGHUM,0.463747978,0.019361369,0.718808055,0.804427266,55.5304451,63000,0,,,,,0,115,,,,,,,0.237589302,181,0,125,0,150,79.40704079,74,7.65785265,44.63393021,25.6437397,26.45086288,0.303916007,1.227722883,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
729,87.10219,62,57,2008,SORGHUM,0.284384549,0.017382173,0.51144582,0.231918007,55.28110123,63000,0,,,,,0,115,,,,,,,0.240368881,181,0,125,0,150,78.36791096,74,7.65785265,44.63393021,25.6437397,26.45086288,0.303916007,1.227722883,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
730,52.04423,62,58,2008,SORGHUM,0.326865494,0.016447918,0.511922419,0.255119443,55.34015656,63000,0,,,,,0,115,,,,,,,0.239654751,181,0,125,0,150,79.55136509,74,7.65785265,44.63393021,25.6437397,26.45086288,0.303916007,1.227722883,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
731,75.29551,62,59,2008,SORGHUM,0.428346723,0.012662197,0.526935399,0.457986653,55.48123169,63000,0,,,,,0,115,,,,,,,0.237392597,181,0,125,0,150,78.22358665,74,7.65785265,44.63393021,25.6437397,26.45086288,0.303916007,1.227722883,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
732,78.68666,62,60,2008,SORGHUM,0.416547239,0.013686193,0.496249646,0.320267171,55.46482849,63000,0,,,,,0,115,,,,,,,0.244315872,181,0,125,0,150,79.92660828,74,7.65785265,44.63393021,25.6437397,26.45086288,0.303916007,1.227722883,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
733,90.13699,62,61,2008,SORGHUM,0.513308644,0.016466431,0.546848059,0.503735781,55.59934235,63000,0,,,,,0,115,,,,,,,0.240578423,181,0,125,0,150,80.85028381,74,7.65785265,44.63393021,25.6437397,26.45086288,0.303916007,1.227722883,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
734,93.51473,62,62,2008,SORGHUM,0.553429723,0.016139684,0.550171077,0.529911101,55.65511703,63000,0,,,,,0,115,,,,,,,0.236225185,181,0,125,0,150,80.96574326,74,7.65785265,44.63393021,25.6437397,26.45086288,0.303916007,1.227722883,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
735,76.8928,62,63,2008,SORGHUM,0.539270341,0.01300241,0.529104769,0.396817237,55.6354332,63000,0,,,,,0,115,,,,,,,0.23446764,181,0,125,0,150,78.16585693,74,7.62919569,44.34785843,25.52946472,26.7925415,0.314858317,1.221280336,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
736,70.78375,62,64,2008,SORGHUM,0.56286931,0.016947169,0.52407968,0.390751272,55.66823959,63000,0,,,,,0,115,,,,,,,0.230678864,181,0,125,0,150,78.45450554,74,7.62919569,44.34785843,25.52946472,26.7925415,0.314858317,1.221280336,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
737,94.705,62,65,2008,SORGHUM,0.598270595,0.011653378,0.522629738,0.434964776,55.717453,63000,0,,,,,0,115,,,,,,,0.235297222,181,0,125,0,150,80.18639202,74,7.62919569,44.34785843,25.52946472,26.7925415,0.314858317,1.221280336,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
738,90.54861,62,66,2008,SORGHUM,0.593550801,0.01928658,0.481245518,0.350716621,55.71089172,63000,0,,,,,0,115,,,,,,,0.234809742,181,0,125,0,150,78.05039749,74,7.62919569,44.34785843,25.52946472,26.7925415,0.314858317,1.221280336,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
739,68.0139,62,67,2008,SORGHUM,0.643111467,0.010827114,0.491091281,0.459408939,55.77978897,63000,0,,,,,0,115,,,,,,,0.239201469,181,0,125,0,150,77.04012737,74,7.62919569,44.34785843,25.52946472,26.7925415,0.314858317,1.221280336,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
740,84.26163,62,68,2008,SORGHUM,0.614789903,0.009494176,0.431723177,0.292465955,55.74041748,63000,0,,,,,0,115,,,,,,,0.238440285,181,0,125,0,150,79.26271648,74,7.62919569,44.34785843,25.52946472,26.7925415,0.314858317,1.221280336,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
741,97.57558,62,69,2008,SORGHUM,0.586471081,0.004215434,0.384827346,0.120147303,55.7010498,63000,0,,,,,0,115,,,,,,,0.239817238,181,0,125,0,150,80.73482437,74,7.62919569,44.34785843,25.52946472,26.7925415,0.314858317,1.221280336,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
742,90.486725,62,70,2008,SORGHUM,0.657270849,0.009374957,0.397552341,0.317665547,55.79947281,63000,0,,,,,0,115,,,,,,,0.237914314,181,0,125,0,150,78.91634331,74,7.62919569,44.34785843,25.52946472,26.7925415,0.314858317,1.221280336,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
743,84.8968,62,71,2008,SORGHUM,0.685592413,0.009588609,0.403741688,0.361131161,55.8388443,63000,0,,,,,0,115,,,,,,,0.238063984,181,0,125,0,150,80.70595951,74,7.62919569,44.34785843,25.52946472,26.7925415,0.314858317,1.221280336,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
744,89.02311,62,72,2008,SORGHUM,0.824834824,0.012081917,0.522467792,0.854349613,56.03241348,63000,0,,,,,0,115,,,,,,,0.238936329,181,0,125,0,150,77.01126251,74,7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
745,87.412056,62,73,2008,SORGHUM,0.791793466,0.009752608,0.470096767,0.681987286,55.98648071,63000,0,,,,,0,115,,,,,,,0.237490959,181,0,125,0,150,77.93493805,74,7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
746,76.196815,62,74,2008,SORGHUM,0.723353565,0.013917847,0.396745086,0.350664228,55.89133835,63000,0,,,,,0,115,,,,,,,0.233214684,181,0,125,0,150,81.28325157,74,7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
747,78.70912,62,75,2008,SORGHUM,0.654910982,0.009005383,0.327711344,0.010809644,55.79619217,63000,0,,,,,0,115,,,,,,,0.234685726,181,0,125,0,150,80.47504063,74,7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
748,83.54144,62,76,2008,SORGHUM,0.735153079,0.010716897,0.370225966,0.260324895,55.90774155,63000,0,,,,,0,115,,,,,,,0.242900429,181,0,125,0,150,80.15752716,74,7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
749,84.06735,62,77,2008,SORGHUM,0.723353565,0.009076309,0.361117333,0.159113169,55.89133835,63000,0,,,,,0,115,,,,,,,0.23995409,181,0,125,0,150,79.92660828,74,7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
750,90.2818,62,78,2008,SORGHUM,0.754032254,0.007336975,0.354318261,0.220149502,55.93398666,63000,0,,,,,0,115,,,,,,,0.237653446,181,0,125,0,150,77.50196514,74,7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
751,81.894264,62,79,2008,SORGHUM,0.82011503,0.008806934,0.39610526,0.458034277,56.0258522,63000,0,,,,,0,115,,,,,,,0.237148857,181,0,125,0,150,81.36984615,74,7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
752,71.35856,62,80,2008,SORGHUM,0.791793466,0.007760528,0.357138157,0.304282367,55.98648071,63000,0,,,,,0,115,,,,,,,0.239282703,181,0,125,0,150,80.18639202,74,7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
753,71.40991,62,81,2008,SORGHUM,0.671433032,0.007967238,0.287988007,-0.259856194,55.81916046,63000,0,,,,,0,115,,,,,,,0.237490959,181,0,125,0,150,80.24412174,74,7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
754,79.290825,62,82,2008,SORGHUM,0.76583451,0.008115589,0.325954616,0.15331316,55.95039368,63000,0,,,,,0,115,,,,,,,0.233218975,181,0,125,0,150,80.67709465,74,7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
755,71.02541,62,83,2008,SORGHUM,0.921596229,0.007251071,0.442916363,0.85337913,56.16692734,63000,0,,,,,0,115,,,,,,,0.233206139,181,0,125,0,150,80.85028381,74,7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
756,65.69015,62,84,2008,SORGHUM,0.770554364,0.003701776,0.330740064,0.139167786,55.95695496,63000,0,,,,,0,115,,,,,,,0.236032753,181,0,125,0,150,79.26271648,74,7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
757,80.93625,62,85,2008,SORGHUM,0.949917793,0.006870741,0.434168965,1.035325885,56.20629883,63000,0,,,,,0,115,,,,,,,0.233608112,181,0,125,0,150,78.22358665,74,7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
758,64.314644,62,86,2008,SORGHUM,0.905076921,0.008189655,0.406340033,0.762103677,56.14396286,63000,0,,,,,0,115,,,,,,,0.228125935,181,0,125,0,150,79.11839218,74,7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
759,80.64965,62,87,2008,SORGHUM,0.956997514,0.0097718,0.457041264,1.003973842,56.21614075,63000,0,,,,,0,115,,,,,,,0.238063984,181,0,125,0,150,78.85861359,74,7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
760,74.608826,62,88,2008,SORGHUM,0.968796968,0.010271671,0.463456452,1.00330317,56.23254395,63000,0,,,,,0,115,,,,,,,0.23843174,181,0,125,0,150,79.92660828,74,7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
761,71.095535,62,89,2008,SORGHUM,0.879115283,0.010452662,0.39302215,0.460233033,56.10787201,63000,0,,,,,0,115,,,,,,,0.243866863,181,0,125,0,150,81.02347298,74,7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
762,78.98302,62,90,2008,SORGHUM,0.947557867,0.013375596,0.415310472,0.781668484,56.20301819,63000,0,,,,,0,115,,,,,,,0.240428753,181,0,125,0,150,83.24606209,74,7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
763,68.829765,62,91,2008,SORGHUM,1.015997767,0.012783301,0.474183828,1.115371227,56.29816055,63000,0,,,,,0,115,,,,,,,0.23634491,181,0,125,0,150,80.2729866,74,7.596023083,44.27173233,25.84145546,26.60475159,0.288873821,1.232013464,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
764,61.041912,62,92,2008,SORGHUM,1.00655818,0.010594784,0.447338253,1.058259606,56.28503799,63000,0,,,,,0,115,,,,,,,0.236161041,181,0,125,0,150,77.6751543,74,7.596023083,44.27173233,25.84145546,26.60475159,0.288873821,1.232013464,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
765,67.14418,62,93,2008,SORGHUM,0.883835077,0.006956617,0.331582397,0.330316484,56.11443329,63000,0,,,,,0,115,,,,,,,0.234352169,181,0,125,0,150,79.86887856,74,7.596023083,44.27173233,25.84145546,26.60475159,0.288873821,1.232013464,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
766,64.10261,62,94,2008,SORGHUM,0.869675696,0.006310028,0.286170304,0.189759955,56.09474945,63000,0,,,,,0,115,,,,,,,0.238200817,181,0,125,0,150,81.13893242,74,7.596023083,44.27173233,25.84145546,26.60475159,0.288873821,1.232013464,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
767,67.86109,62,95,2008,SORGHUM,0.949917793,0.010904399,0.330604076,0.619609952,56.20629883,63000,0,,,,,0,115,,,,,,,0.241386642,181,0,125,0,150,79.29158134,74,7.596023083,44.27173233,25.84145546,26.60475159,0.288873821,1.232013464,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
768,87.675125,62,96,2008,SORGHUM,1.063198566,0.013455053,0.421648413,1.169115663,56.36377716,63000,0,,,,,0,115,,,,,,,0.237448196,181,0,125,0,150,81.05233784,74,7.596023083,44.27173233,25.84145546,26.60475159,0.288873821,1.232013464,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
769,75.80005,62,97,2008,SORGHUM,0.975876689,0.008876947,0.341634929,0.663093925,56.24238586,63000,0,,,,,0,115,,,,,,,0.235536709,181,0,125,0,150,81.05233784,74,7.596023083,44.27173233,25.84145546,26.60475159,0.288873821,1.232013464,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
770,61.447403,62,98,2008,SORGHUM,1.056118846,0.013946443,0.395369232,1.147354603,56.35393524,63000,0,,,,,0,115,,,,,,,0.237807407,181,0,125,0,150,77.93493805,74,7.596023083,44.27173233,25.84145546,26.60475159,0.288873821,1.232013464,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
771,79.951355,62,99,2008,SORGHUM,1.098599792,0.013507236,0.422160804,1.413233161,56.41299057,63000,0,,,,,0,115,,,,,,,0.237289963,181,0,125,0,150,79.72455425,74,7.596023083,44.27173233,25.84145546,26.60475159,0.288873821,1.232013464,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
772,82.06752,62,100,2008,SORGHUM,1.185921669,0.015628744,0.500599325,2.003508091,56.53438187,63000,0,,,,,0,115,,,,,,,0.236618595,181,0,125,0,150,77.3865057,74,7.62402153,44.68032455,25.89314651,26.12323952,0.264438301,1.227647662,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
773,75.30019,62,101,2008,SORGHUM,1.044319272,0.008362181,0.354412556,1.148136258,56.33753204,63000,0,,,,,0,115,,,,,,,0.23548111,181,0,125,0,150,80.67709465,74,7.62402153,44.68032455,25.89314651,26.12323952,0.264438301,1.227647662,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
774,69.22843,62,102,2008,SORGHUM,1.079720616,0.010831118,0.371779412,1.306259155,56.38674545,63000,0,,,,,0,115,,,,,,,0.232333775,181,0,125,0,150,80.64822979,74,7.62402153,44.68032455,25.89314651,26.12323952,0.264438301,1.227647662,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
775,86.25591,62,103,2008,SORGHUM,1.176481962,0.012823948,0.474749744,1.822003365,56.52125931,63000,0,,,,,0,115,,,,,,,0.238581409,181,0,125,0,150,80.76368923,74,7.62402153,44.68032455,25.89314651,26.12323952,0.264438301,1.227647662,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
776,66.51569,62,104,2008,SORGHUM,1.13164115,0.014287516,0.419560254,1.512321115,56.45892334,63000,0,,,,,0,115,,,,,,,0.234557438,181,0,125,0,150,81.42757587,74,7.62402153,44.68032455,25.89314651,26.12323952,0.264438301,1.227647662,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
777,79.376884,62,105,2008,SORGHUM,1.112759233,0.012894981,0.398201466,1.380239129,56.43267441,63000,0,,,,,0,115,,,,,,,0.232663059,181,0,125,0,150,79.86887856,74,7.62402153,44.68032455,25.89314651,26.12323952,0.264438301,1.227647662,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
778,72.3938,62,106,2008,SORGHUM,1.268523693,0.01681249,0.563028991,2.285732031,56.64921188,63000,0,,,,,0,115,,,,,,,0.23489954,181,0,125,0,150,80.67709465,74,7.62402153,44.68032455,25.89314651,26.12323952,0.264438301,1.227647662,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
779,66.20684,62,107,2008,SORGHUM,1.112759233,0.01236932,0.406374425,1.451025367,56.43267441,63000,0,,,,,0,115,,,,,,,0.242186298,181,0,125,0,150,79.32044621,74,7.62402153,44.68032455,25.89314651,26.12323952,0.264438301,1.227647662,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
780,69.74188,62,108,2008,SORGHUM,1.155240178,0.011611165,0.440159619,1.717853546,56.49172974,63000,0,,,,,0,115,,,,,,,0.234809742,181,0,125,0,150,77.81947861,74,7.62402153,44.68032455,25.89314651,26.12323952,0.264438301,1.227647662,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
781,78.52222,62,109,2008,SORGHUM,1.152880311,0.012651071,0.441028953,1.615619421,56.4884491,63000,0,,,,,0,115,,,,,,,0.228985462,181,0,125,0,150,78.51223526,74,7.648854256,45.163517,25.9268589,25.64709854,0.264855653,1.224671841,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
